"timestamp","RelogoRun","remainingHumans","remainingZombies"
187.0,1,0,55
188.0,1,0,55
189.0,1,0,55
190.0,1,0,55
191.0,1,0,55
192.0,1,0,55
193.0,1,0,55
194.0,1,0,55
195.0,1,0,55
196.0,1,0,55
197.0,1,0,55
198.0,1,0,55
199.0,1,0,55
200.0,1,0,55
201.0,1,0,55
202.0,1,0,55
203.0,1,0,55
204.0,1,0,55
205.0,1,0,55
206.0,1,0,55
207.0,1,0,55
208.0,1,0,55
209.0,1,0,55
210.0,1,0,55
211.0,1,0,55
212.0,1,0,55
213.0,1,0,55
214.0,1,0,55
215.0,1,0,55
216.0,1,0,55
217.0,1,0,55
218.0,1,0,55
219.0,1,0,55
220.0,1,0,55
221.0,1,0,55
222.0,1,0,55
223.0,1,0,55
224.0,1,0,55
225.0,1,0,55
226.0,1,0,55
227.0,1,0,55
228.0,1,0,55
229.0,1,0,55
230.0,1,0,55
231.0,1,0,55
232.0,1,0,55
233.0,1,0,55
234.0,1,0,55
235.0,1,0,55
236.0,1,0,55
237.0,1,0,55
238.0,1,0,55
239.0,1,0,55
240.0,1,0,55
241.0,1,0,55
242.0,1,0,55
243.0,1,0,55
244.0,1,0,55
245.0,1,0,55
246.0,1,0,55
247.0,1,0,55
248.0,1,0,55
249.0,1,0,55
250.0,1,0,55
251.0,1,0,55
252.0,1,0,55
253.0,1,0,55
254.0,1,0,55
255.0,1,0,55
256.0,1,0,55
257.0,1,0,55
258.0,1,0,55
259.0,1,0,55
260.0,1,0,55
261.0,1,0,55
262.0,1,0,55
263.0,1,0,55
264.0,1,0,55
265.0,1,0,55
266.0,1,0,55
267.0,1,0,55
268.0,1,0,55
269.0,1,0,55
270.0,1,0,55
271.0,1,0,55
272.0,1,0,55
273.0,1,0,55
274.0,1,0,55
275.0,1,0,55
276.0,1,0,55
277.0,1,0,55
278.0,1,0,55
279.0,1,0,55
280.0,1,0,55
281.0,1,0,55
282.0,1,0,55
283.0,1,0,55
284.0,1,0,55
285.0,1,0,55
286.0,1,0,55
287.0,1,0,55
288.0,1,0,55
289.0,1,0,55
290.0,1,0,55
291.0,1,0,55
292.0,1,0,55
293.0,1,0,55
294.0,1,0,55
295.0,1,0,55
296.0,1,0,55
297.0,1,0,55
298.0,1,0,55
299.0,1,0,55
300.0,1,0,55
301.0,1,0,55
302.0,1,0,55
303.0,1,0,55
304.0,1,0,55
305.0,1,0,55
306.0,1,0,55
307.0,1,0,55
308.0,1,0,55
309.0,1,0,55
310.0,1,0,55
311.0,1,0,55
312.0,1,0,55
313.0,1,0,55
314.0,1,0,55
315.0,1,0,55
316.0,1,0,55
317.0,1,0,55
318.0,1,0,55
319.0,1,0,55
320.0,1,0,55
321.0,1,0,55
322.0,1,0,55
323.0,1,0,55
324.0,1,0,55
325.0,1,0,55
326.0,1,0,55
327.0,1,0,55
328.0,1,0,55
329.0,1,0,55
330.0,1,0,55
331.0,1,0,55
332.0,1,0,55
333.0,1,0,55
334.0,1,0,55
335.0,1,0,55
336.0,1,0,55
337.0,1,0,55
338.0,1,0,55
339.0,1,0,55
340.0,1,0,55
341.0,1,0,55
342.0,1,0,55
343.0,1,0,55
344.0,1,0,55
345.0,1,0,55
346.0,1,0,55
347.0,1,0,55
348.0,1,0,55
349.0,1,0,55
350.0,1,0,55
351.0,1,0,55
352.0,1,0,55
353.0,1,0,55
354.0,1,0,55
355.0,1,0,55
356.0,1,0,55
357.0,1,0,55
358.0,1,0,55
359.0,1,0,55
360.0,1,0,55
361.0,1,0,55
362.0,1,0,55
363.0,1,0,55
364.0,1,0,55
365.0,1,0,55
366.0,1,0,55
367.0,1,0,55
368.0,1,0,55
369.0,1,0,55
370.0,1,0,55
371.0,1,0,55
372.0,1,0,55
373.0,1,0,55
374.0,1,0,55
375.0,1,0,55
376.0,1,0,55
377.0,1,0,55
378.0,1,0,55
379.0,1,0,55
380.0,1,0,55
381.0,1,0,55
382.0,1,0,55
383.0,1,0,55
384.0,1,0,55
385.0,1,0,55
386.0,1,0,55
387.0,1,0,55
388.0,1,0,55
389.0,1,0,55
390.0,1,0,55
391.0,1,0,55
392.0,1,0,55
393.0,1,0,55
394.0,1,0,55
395.0,1,0,55
396.0,1,0,55
397.0,1,0,55
398.0,1,0,55
399.0,1,0,55
400.0,1,0,55
401.0,1,0,55
402.0,1,0,55
403.0,1,0,55
404.0,1,0,55
405.0,1,0,55
406.0,1,0,55
407.0,1,0,55
408.0,1,0,55
409.0,1,0,55
410.0,1,0,55
411.0,1,0,55
412.0,1,0,55
413.0,1,0,55
414.0,1,0,55
415.0,1,0,55
416.0,1,0,55
417.0,1,0,55
418.0,1,0,55
419.0,1,0,55
420.0,1,0,55
421.0,1,0,55
422.0,1,0,55
423.0,1,0,55
424.0,1,0,55
425.0,1,0,55
426.0,1,0,55
427.0,1,0,55
428.0,1,0,55
429.0,1,0,55
430.0,1,0,55
431.0,1,0,55
432.0,1,0,55
433.0,1,0,55
434.0,1,0,55
435.0,1,0,55
436.0,1,0,55
437.0,1,0,55
438.0,1,0,55
439.0,1,0,55
440.0,1,0,55
441.0,1,0,55
442.0,1,0,55
443.0,1,0,55
444.0,1,0,55
445.0,1,0,55
446.0,1,0,55
447.0,1,0,55
448.0,1,0,55
449.0,1,0,55
450.0,1,0,55
451.0,1,0,55
452.0,1,0,55
453.0,1,0,55
454.0,1,0,55
455.0,1,0,55
456.0,1,0,55
457.0,1,0,55
458.0,1,0,55
459.0,1,0,55
460.0,1,0,55
461.0,1,0,55
462.0,1,0,55
463.0,1,0,55
464.0,1,0,55
465.0,1,0,55
466.0,1,0,55
467.0,1,0,55
468.0,1,0,55
469.0,1,0,55
470.0,1,0,55
471.0,1,0,55
472.0,1,0,55
473.0,1,0,55
474.0,1,0,55
475.0,1,0,55
476.0,1,0,55
477.0,1,0,55
478.0,1,0,55
479.0,1,0,55
480.0,1,0,55
481.0,1,0,55
482.0,1,0,55
483.0,1,0,55
484.0,1,0,55
485.0,1,0,55
486.0,1,0,55
487.0,1,0,55
488.0,1,0,55
489.0,1,0,55
490.0,1,0,55
491.0,1,0,55
492.0,1,0,55
493.0,1,0,55
494.0,1,0,55
495.0,1,0,55
496.0,1,0,55
497.0,1,0,55
498.0,1,0,55
499.0,1,0,55
500.0,1,0,55
501.0,1,0,55
502.0,1,0,55
503.0,1,0,55
504.0,1,0,55
505.0,1,0,55
506.0,1,0,55
507.0,1,0,55
508.0,1,0,55
509.0,1,0,55
510.0,1,0,55
511.0,1,0,55
512.0,1,0,55
513.0,1,0,55
514.0,1,0,55
515.0,1,0,55
516.0,1,0,55
517.0,1,0,55
518.0,1,0,55
519.0,1,0,55
520.0,1,0,55
521.0,1,0,55
522.0,1,0,55
523.0,1,0,55
524.0,1,0,55
525.0,1,0,55
526.0,1,0,55
527.0,1,0,55
528.0,1,0,55
529.0,1,0,55
530.0,1,0,55
531.0,1,0,55
532.0,1,0,55
533.0,1,0,55
534.0,1,0,55
535.0,1,0,55
536.0,1,0,55
537.0,1,0,55
538.0,1,0,55
539.0,1,0,55
540.0,1,0,55
541.0,1,0,55
542.0,1,0,55
543.0,1,0,55
544.0,1,0,55
545.0,1,0,55
546.0,1,0,55
547.0,1,0,55
548.0,1,0,55
549.0,1,0,55
550.0,1,0,55
551.0,1,0,55
552.0,1,0,55
553.0,1,0,55
554.0,1,0,55
555.0,1,0,55
556.0,1,0,55
557.0,1,0,55
558.0,1,0,55
559.0,1,0,55
560.0,1,0,55
561.0,1,0,55
562.0,1,0,55
563.0,1,0,55
564.0,1,0,55
565.0,1,0,55
566.0,1,0,55
567.0,1,0,55
568.0,1,0,55
569.0,1,0,55
570.0,1,0,55
571.0,1,0,55
572.0,1,0,55
573.0,1,0,55
574.0,1,0,55
575.0,1,0,55
576.0,1,0,55
577.0,1,0,55
578.0,1,0,55
579.0,1,0,55
580.0,1,0,55
581.0,1,0,55
582.0,1,0,55
583.0,1,0,55
584.0,1,0,55
585.0,1,0,55
586.0,1,0,55
587.0,1,0,55
588.0,1,0,55
589.0,1,0,55
590.0,1,0,55
591.0,1,0,55
592.0,1,0,55
593.0,1,0,55
594.0,1,0,55
595.0,1,0,55
596.0,1,0,55
597.0,1,0,55
598.0,1,0,55
599.0,1,0,55
600.0,1,0,55
601.0,1,0,55
602.0,1,0,55
603.0,1,0,55
604.0,1,0,55
605.0,1,0,55
606.0,1,0,55
607.0,1,0,55
608.0,1,0,55
609.0,1,0,55
610.0,1,0,55
611.0,1,0,55
612.0,1,0,55
613.0,1,0,55
614.0,1,0,55
615.0,1,0,55
616.0,1,0,55
617.0,1,0,55
618.0,1,0,55
619.0,1,0,55
620.0,1,0,55
621.0,1,0,55
622.0,1,0,55
623.0,1,0,55
624.0,1,0,55
625.0,1,0,55
626.0,1,0,55
627.0,1,0,55
628.0,1,0,55
629.0,1,0,55
630.0,1,0,55
631.0,1,0,55
632.0,1,0,55
0.0,2,50,5
1.0,2,50,5
2.0,2,50,5
3.0,2,50,5
4.0,2,50,5
5.0,2,50,5
6.0,2,50,5
7.0,2,50,5
8.0,2,50,5
9.0,2,50,5
10.0,2,50,5
11.0,2,50,5
12.0,2,50,5
13.0,2,50,5
14.0,2,50,5
15.0,2,50,5
16.0,2,50,5
17.0,2,50,5
18.0,2,50,5
19.0,2,50,5
20.0,2,50,5
21.0,2,50,5
22.0,2,50,5
23.0,2,50,5
24.0,2,50,5
25.0,2,50,5
26.0,2,50,5
27.0,2,50,5
28.0,2,50,5
29.0,2,50,5
30.0,2,50,5
31.0,2,49,6
32.0,2,49,6
33.0,2,49,6
34.0,2,48,7
35.0,2,48,7
36.0,2,48,7
37.0,2,48,7
38.0,2,47,8
39.0,2,47,8
40.0,2,46,9
41.0,2,45,10
42.0,2,44,11
43.0,2,44,11
44.0,2,43,12
45.0,2,42,13
46.0,2,42,13
47.0,2,41,14
48.0,2,39,16
49.0,2,38,17
50.0,2,38,17
51.0,2,38,17
52.0,2,38,17
53.0,2,38,17
54.0,2,38,17
55.0,2,38,17
56.0,2,38,17
57.0,2,38,17
58.0,2,38,17
59.0,2,38,17
60.0,2,38,17
61.0,2,38,17
62.0,2,38,17
63.0,2,38,17
64.0,2,38,17
65.0,2,38,17
66.0,2,38,17
67.0,2,38,17
68.0,2,38,17
69.0,2,38,17
70.0,2,37,18
71.0,2,36,19
72.0,2,36,19
73.0,2,35,20
74.0,2,35,20
75.0,2,35,20
76.0,2,35,20
77.0,2,32,23
78.0,2,32,23
79.0,2,30,25
80.0,2,29,26
81.0,2,28,27
82.0,2,28,27
83.0,2,27,28
84.0,2,26,29
85.0,2,25,30
86.0,2,25,30
87.0,2,25,30
88.0,2,25,30
89.0,2,24,31
90.0,2,24,31
91.0,2,24,31
92.0,2,23,32
93.0,2,23,32
94.0,2,23,32
95.0,2,23,32
96.0,2,23,32
97.0,2,23,32
98.0,2,23,32
99.0,2,23,32
100.0,2,23,32
101.0,2,23,32
102.0,2,21,34
103.0,2,21,34
104.0,2,21,34
105.0,2,21,34
106.0,2,21,34
107.0,2,20,35
108.0,2,20,35
109.0,2,19,36
110.0,2,19,36
111.0,2,17,38
112.0,2,17,38
113.0,2,17,38
114.0,2,17,38
115.0,2,17,38
116.0,2,17,38
117.0,2,17,38
118.0,2,16,39
119.0,2,16,39
120.0,2,16,39
121.0,2,16,39
122.0,2,16,39
123.0,2,16,39
124.0,2,16,39
125.0,2,16,39
126.0,2,16,39
127.0,2,15,40
128.0,2,14,41
129.0,2,14,41
130.0,2,14,41
131.0,2,14,41
132.0,2,13,42
133.0,2,12,43
134.0,2,12,43
135.0,2,11,44
136.0,2,11,44
137.0,2,10,45
138.0,2,9,46
139.0,2,8,47
140.0,2,8,47
141.0,2,8,47
142.0,2,6,49
143.0,2,6,49
144.0,2,6,49
145.0,2,6,49
146.0,2,6,49
147.0,2,6,49
148.0,2,6,49
149.0,2,6,49
150.0,2,5,50
151.0,2,4,51
152.0,2,4,51
153.0,2,3,52
154.0,2,1,54
155.0,2,1,54
156.0,2,1,54
157.0,2,1,54
158.0,2,1,54
159.0,2,1,54
160.0,2,1,54
161.0,2,1,54
162.0,2,1,54
163.0,2,1,54
164.0,2,1,54
165.0,2,1,54
166.0,2,1,54
167.0,2,1,54
168.0,2,1,54
169.0,2,1,54
170.0,2,1,54
171.0,2,1,54
172.0,2,1,54
173.0,2,1,54
174.0,2,1,54
175.0,2,1,54
176.0,2,1,54
177.0,2,0,55
178.0,2,0,55
179.0,2,0,55
180.0,2,0,55
181.0,2,0,55
182.0,2,0,55
183.0,2,0,55
184.0,2,0,55
185.0,2,0,55
186.0,2,0,55
187.0,2,0,55
188.0,2,0,55
189.0,2,0,55
190.0,2,0,55
191.0,2,0,55
192.0,2,0,55
